"phrase_id","target_phoneme","target_word_indexes","target_syllable_indexes","phonetic_variant","text","cmu_phonetics","pronounciation_guide","syllable_parts","stress_category","words","syllabified_words","cmu","gibberish","audio_id","audio_file_url","gender"
"thnqycguuz","null","[3]","null","null","I work on *Mondays*.","AY1 W_ER1_K AA1_N M_AH1_N|D_IY0_Z","ay w_uhr_k o_n m_uh_n|d_ee_z","I work on Mon|days.","HIGHLIGHT","[""I"",""work"",""on"",""*Mondays*.""]","[""I"",""work"",""on"",""Mon|days.""]","[""AY1"",""W_ER1_K"",""AA1_N"",""M_AH1_N|D_IY0_Z""]","[""ay"",""w_uhr_k"",""o_n"",""m_uh_n|d_ee_z""]","WnTxE","M1/M1_i-work-on-mondays.mp3","MALE"
"gruugwhbnm","null","[0]","null","null","*No*, I *rented* one instead.","N_OW1 AY1 R_EH1_N|T_IH0_D W_AH1_N IH2_N_S|T_EH1_D","n_ow ay r_e_n|t_i_d w_uh_n i_n_s|t_e_d","No, I ren|ted one in|stead.","CORRECTION","[""*No*,"",""I"",""*rented*"",""one"",""instead.""]","[""No,"",""I"",""ren|ted"",""one"",""in|stead.""]","[""N_OW1"",""AY1"",""R_EH1_N|T_IH0_D"",""W_AH1_N"",""IH2_N_S|T_EH1_D""]","[""n_ow"",""ay"",""r_e_n|t_i_d"",""w_uh_n"",""i_n_s|t_e_d""]","BCeMj","M1/M1_i-rented-one-instead.mp3","MALE"
"xcrknksvsu","null","[0]","null","null","*No*, I went by *train*.","N_OW1 AY1 W_EH1_N_T B_AY1 T_R_EY1_N","n_ow ay w_e_n_t b_ay t_r_ey_n","No, I went by train.","CORRECTION","[""*No*,"",""I"",""went"",""by"",""*train*.""]","[""No,"",""I"",""went"",""by"",""train.""]","[""N_OW1"",""AY1"",""W_EH1_N_T"",""B_AY1"",""T_R_EY1_N""]","[""n_ow"",""ay"",""w_e_n_t"",""b_ay"",""t_r_ey_n""]","4naJX","F2/F2_i-went-there-by-train.mp3","FEMALE"
"akevvbjxfv","null","null","null","null","My *phone* is broken","M_AY1 F_OW1_N IH1_Z B_R_OW1|K_AH0_N","m_ay f_ow_n i_z b_r_ow|k_uh_n","My phone is bro|ken","HIGHLIGHT","[""My"",""*phone*"",""is"",""broken""]","[""My"",""phone"",""is"",""bro|ken""]","[""M_AY1"",""F_OW1_N"",""IH1_Z"",""B_R_OW1|K_AH0_N""]","[""m_ay"",""f_ow_n"",""i_z"",""b_r_ow|k_uh_n""]","4f4Qf","F2/F2_my-phone1-is-broken.mp3","FEMALE"
"nejsthmvgn","null","null","null","null","I'm going to *China* next Friday.","AY1_M G_OW1|IH0_NG T_UW1 CH_AY1|N_AH0 N_EH1_K_S_T F_R_AY1|D_IY0","ay_m g_ow|i_ng t_oo ch_ay|n_uh n_e_k_s_t f_r_ay|d_ee","I'm go|ing to Chi|na next Fri|day.","CORRECTION","[""I'm"",""going"",""to"",""*China*"",""next"",""Friday.""]","[""I'm"",""go|ing"",""to"",""Chi|na"",""next"",""Fri|day.""]","[""AY1_M"",""G_OW1|IH0_NG"",""T_UW1"",""CH_AY1|N_AH0"",""N_EH1_K_S_T"",""F_R_AY1|D_IY0""]","[""ay_m"",""g_ow|i_ng"",""t_oo"",""ch_ay|n_uh"",""n_e_k_s_t"",""f_r_ay|d_ee""]","8TAyX","M1/M1_im-going-to-china1-next-friday.mp3","MALE"
"qnwqfnubjf","null","null","null","null","*Call* me Robbie.","K_AO1_L M_IY1 R_OW1|B_IY0","k_aw_l m_ee r_ow|b_ee","Call me Ro|bie.","null","[""*Call*"",""me"",""Robbie.""]","[""Call"",""me"",""Ro|bie.""]","[""K_AO1_L"",""M_IY1"",""R_OW1|B_IY0""]","[""k_aw_l"",""m_ee"",""r_ow|b_ee""]","kc4QM","M1/M1_call1-me-robie.mp3","MALE"
"ygsjyjhqhe","IY1","[3]","[1]","null","Did he fall asleep?","D_IH1_D HH_IY1 F_AO1_L AH0|S_L_IY1_P","d_i_d h_ee f_aw_l uh|s_l_ee_p","did he fall a|sleep","null","[""Did"",""he"",""fall"",""asleep?""]","[""did"",""he"",""fall"",""a|sleep""]","[""D_IH1_D"",""HH_IY1"",""F_AO1_L"",""AH0|S_L_IY1_P""]","[""d_i_d"",""h_ee"",""f_aw_l"",""uh|s_l_ee_p""]","KnnTt","F2/F2_did-he-fall-asleep.mp3","FEMALE"
"fsytqywmef","IH1","[1]","[0]","null","keep fit","K_IY1_P F_IH1_T","k_ee_p f_i_t","keep fit","null","[""keep"",""fit""]","[""keep"",""fit""]","[""K_IY1_P"",""F_IH1_T""]","[""k_ee_p"",""f_i_t""]","4EGMM","F2/F2_keep-fit.mp3","FEMALE"
"ujwtnmbycu","IH1","[0]","[0]","null","kick the ball","K_IH1_K DH_AH0 B_AO1_L","k_i_k th_uh b_aw_l","kick the ball","null","[""kick"",""the"",""ball""]","[""kick"",""the"",""ball""]","[""K_IH1_K"",""DH_AH0"",""B_AO1_L""]","[""k_i_k"",""th_uh"",""b_aw_l""]","7xWUk","F2/F2_kick-the-ball.mp3","FEMALE"
"fxtxaxtgjc","null","null","null","null","leap","L_IY1_P","l_ee_p","leap","null","[""leap""]","[""leap""]","[""L_IY1_P""]","[""l_ee_p""]","CmyRP","M1/M1_leap.mp3","MALE"
"bnzwnqcwqn","IY1","[2]","[0]","null","take a peek","T_EY1_K AH0 P_IY1_K","t_ey_k uh p_ee_k","take a peek","null","[""take"",""a"",""peek""]","[""take"",""a"",""peek""]","[""T_EY1_K"",""AH0"",""P_IY1_K""]","[""t_ey_k"",""uh"",""p_ee_k""]","783F4","M1/M1_take-a-peek.mp3","MALE"
"kvyjhhnuax","IY1","[2]","[0]","null","take the lead","T_EY1_K DH_AH0 L_IY1_D","t_ey_k th_uh l_ee_d","take the lead","null","[""take"",""the"",""lead""]","[""take"",""the"",""lead""]","[""T_EY1_K"",""DH_AH0"",""L_IY1_D""]","[""t_ey_k"",""th_uh"",""l_ee_d""]","nHWNQ","F2/F2_take-the-lead.mp3","FEMALE"
"hswjkmvxjs","IH1","[4]","[0]","null","I love fish and chips","AY1 L_AH1_V F_IH1_SH AH0_N_D CH_IH1_P_S","ay l_uh_v f_i_sh a_n_d ch_i_p_s","i love fish and chips","null","[""I"",""love"",""fish"",""and"",""chips""]","[""i"",""love"",""fish"",""and"",""chips""]","[""AY1"",""L_AH1_V"",""F_IH1_SH"",""AH0_N_D"",""CH_IH1_P_S""]","[""ay"",""l_uh_v"",""f_i_sh"",""a_n_d"",""ch_i_p_s""]","HAUR8","M1/M1_i-love-fish-and-chips.mp3","MALE"
"ybnckfxwhe","IY0","[4]","[1]","null","I love New York City","AY1 L_AH1_V N_Y_UW1 Y_AO1_R_K S_IH1|T_IY0","ay l_uh_v n_y_oo y_aw_r_k s_i|t_ee","i love new york cit|y","null","[""I"",""love"",""New"",""York"",""City""]","[""i"",""love"",""new"",""york"",""cit|y""]","[""AY1"",""L_AH1_V"",""N_Y_UW1"",""Y_AO1_R_K"",""S_IH1|T_IY0""]","[""ay"",""l_uh_v"",""n_y_oo"",""y_aw_r_k"",""s_i|t_ee""]","ifLHM","F2/F2_i-love1-new-york-city.mp3","FEMALE"
"censajrccr","IY1","[1]","[0]","null","bed sheet","B_EH1_D SH_IY1_T","b_e_d sh_ee_t","bed sheet","null","[""bed"",""sheet""]","[""bed"",""sheet""]","[""B_EH1_D"",""SH_IY1_T""]","[""b_e_d"",""sh_ee_t""]","XiRVW","M1/M1_bedsheet.mp3","MALE"
"xhggnnytkm","null","null","null","null","Would you like to go to Ireland?","W_UH1_D Y_UW1 L_AY1_K T_UW1 G_OW1 T_UW1 AY1|ER0|L_AH0_N_D","w_u_d y_oo l_ay_k t_oo g_ow t_oo ay|uhr|l_uh_n_d","Would you like to go to I|re|land?","null","[""Would"",""you"",""like"",""to"",""go"",""to"",""Ireland?""]","[""Would"",""you"",""like"",""to"",""go"",""to"",""I|re|land?""]","[""W_UH1_D"",""Y_UW1"",""L_AY1_K"",""T_UW1"",""G_OW1"",""T_UW1"",""AY1|ER0|L_AH0_N_D""]","[""w_u_d"",""y_oo"",""l_ay_k"",""t_oo"",""g_ow"",""t_oo"",""ay|uhr|l_uh_n_d""]","mqLjH","F2/F2_would-you-like-to-go-to-ireland.mp3","FEMALE"
"xhggnnytkm","null","null","null","null","Would you like to go to Ireland?","W_UH1_D Y_UW1 L_AY1_K T_UW1 G_OW1 T_UW1 AY1|ER0|L_AH0_N_D","w_u_d y_oo l_ay_k t_oo g_ow t_oo ay|uhr|l_uh_n_d","Would you like to go to I|re|land?","null","[""Would"",""you"",""like"",""to"",""go"",""to"",""Ireland?""]","[""Would"",""you"",""like"",""to"",""go"",""to"",""I|re|land?""]","[""W_UH1_D"",""Y_UW1"",""L_AY1_K"",""T_UW1"",""G_OW1"",""T_UW1"",""AY1|ER0|L_AH0_N_D""]","[""w_u_d"",""y_oo"",""l_ay_k"",""t_oo"",""g_ow"",""t_oo"",""ay|uhr|l_uh_n_d""]","mqLjH","F2/F2_would-you-like-to-go-to-ireland.mp3","FEMALE"
"ewuwfqrcqr","null","null","null","null","Would you like some tea or coffee?","W_UH1_D Y_UW1 L_AY1_K S_AH1_M T_IY1 AO1_R K_AA1|F_IY0","w_u_d y_oo l_ay_k s_uh_m t_ee aw_r k_o|f_ee","Would you like some tea or cof|fee?","null","[""Would"",""you"",""like"",""some"",""tea"",""or"",""coffee?""]","[""Would"",""you"",""like"",""some"",""tea"",""or"",""cof|fee?""]","[""W_UH1_D"",""Y_UW1"",""L_AY1_K"",""S_AH1_M"",""T_IY1"",""AO1_R"",""K_AA1|F_IY0""]","[""w_u_d"",""y_oo"",""l_ay_k"",""s_uh_m"",""t_ee"",""aw_r"",""k_o|f_ee""]","gr6r9","F2/F2_would-you-like-some-tea-or-coffee.mp3","FEMALE"
"ybxqncuryw","null","null","null","null","How did you find the new restaurant?","HH_AW1 D_IH1_D Y_UW1 F_AY1_N_D DH_AH0 N_UW1 R_EH1_S|T_ER0|AA2_N_T","h_au d_i_d y_oo f_ay_n_d th_uh n_oo r_e_s|t_uhr|o_n_t","How did you find the new res|tau|rant?","null","[""How"",""did"",""you"",""find"",""the"",""new"",""restaurant?""]","[""How"",""did"",""you"",""find"",""the"",""new"",""res|tau|rant?""]","[""HH_AW1"",""D_IH1_D"",""Y_UW1"",""F_AY1_N_D"",""DH_AH0"",""N_UW1"",""R_EH1_S|T_ER0|AA2_N_T""]","[""h_au"",""d_i_d"",""y_oo"",""f_ay_n_d"",""th_uh"",""n_oo"",""r_e_s|t_uhr|o_n_t""]","X8GPn","F2/F2_how-did-you-find-the-new-restaurant.mp3","FEMALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","MxaLJ","M1/M1_gym.mp3","MALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","MxaLJ","M1/M1_gym.mp3","MALE"
"njtmmkyahs","null","[0]","null","SHORT_LONG_I.SHORT","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","MxaLJ","M1/M1_gym.mp3","MALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","wLOU7IvCLJAspKR_dl5-t","F1/F1-141.mp3","FEMALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","wLOU7IvCLJAspKR_dl5-t","F1/F1-141.mp3","FEMALE"
"njtmmkyahs","null","[0]","null","SHORT_LONG_I.SHORT","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","wLOU7IvCLJAspKR_dl5-t","F1/F1-141.mp3","FEMALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","SBQR4-KI1lQ24-bQfo1lr","F2/F2-141.mp3","FEMALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","SBQR4-KI1lQ24-bQfo1lr","F2/F2-141.mp3","FEMALE"
"njtmmkyahs","null","[0]","null","SHORT_LONG_I.SHORT","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","SBQR4-KI1lQ24-bQfo1lr","F2/F2-141.mp3","FEMALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","1JyBNmWesRBSZjH0g0rDc","M1/M1-141.mp3","MALE"
"njtmmkyahs","null","null","null","null","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","1JyBNmWesRBSZjH0g0rDc","M1/M1-141.mp3","MALE"
"njtmmkyahs","null","[0]","null","SHORT_LONG_I.SHORT","gym","JH_IH1_M","dj_i_m","gym","null","[""gym""]","[""gym""]","[""JH_IH1_M""]","[""dj_i_m""]","1JyBNmWesRBSZjH0g0rDc","M1/M1-141.mp3","MALE"
"fkwnfhccez","null","null","null","null","Do you study business or marketing?","D_UW1 Y_UW1 S_T_AH1|D_IY0 B_IH1|Z_N_AH0_S AO1_R M_AA1_R|K_AH0|T_IH0_NG","d_oo y_oo s_t_uh|d_ee b_i|z_n_uh_s aw_r m_o_r|k_uh|t_i_ng","Do you stud|y busi|ness or mar|ket|ing?","null","[""Do"",""you"",""study"",""business"",""or"",""marketing?""]","[""Do"",""you"",""stud|y"",""busi|ness"",""or"",""mar|ket|ing?""]","[""D_UW1"",""Y_UW1"",""S_T_AH1|D_IY0"",""B_IH1|Z_N_AH0_S"",""AO1_R"",""M_AA1_R|K_AH0|T_IH0_NG""]","[""d_oo"",""y_oo"",""s_t_uh|d_ee"",""b_i|z_n_uh_s"",""aw_r"",""m_o_r|k_uh|t_i_ng""]","6ryPi","F2/F2_do-you-study-business-or-marketing.mp3","FEMALE"
"zcmvqecxck","null","null","null","null","How was the concert? Was it good?","HH_AW1 W_AA1_Z DH_AH0 K_AA1_N|S_ER0_T W_AA1_Z IH1_T G_UH1_D","h_au w_o_z th_uh k_o_n|s_uhr_t w_o_z i_t g_u_d","How was the con|cert? Was it good?","null","[""How"",""was"",""the"",""concert?"",""Was"",""it"",""good?""]","[""How"",""was"",""the"",""con|cert?"",""Was"",""it"",""good?""]","[""HH_AW1"",""W_AA1_Z"",""DH_AH0"",""K_AA1_N|S_ER0_T"",""W_AA1_Z"",""IH1_T"",""G_UH1_D""]","[""h_au"",""w_o_z"",""th_uh"",""k_o_n|s_uhr_t"",""w_o_z"",""i_t"",""g_u_d""]","3qXkm","F2/F2_how-was-the-concert-was-it-good.mp3","FEMALE"
"wfqkawzzff","null","null","null","null","Our flight is on Thursday.","AW1|ER0 F_L_AY1_T IH1_Z AA1_N TH_ER1_Z|D_EY2","au|uhr f_l_ay_t i_z o_n th_uhr_z|d_ey","Our flight is on Thurs|day.","null","[""Our"",""flight"",""is"",""on"",""Thursday.""]","[""Our"",""flight"",""is"",""on"",""Thurs|day.""]","[""AW1|ER0"",""F_L_AY1_T"",""IH1_Z"",""AA1_N"",""TH_ER1_Z|D_EY2""]","[""au|uhr"",""f_l_ay_t"",""i_z"",""o_n"",""th_uhr_z|d_ey""]","TNfRk","F2/F2_our-flight-is-on-thursday.mp3","FEMALE"
"uaxhvgkmhs","null","[0]","null","SHORT_LONG_I.LONG","deal","D_IY1_L","d_ee_l","deal","null","[""deal""]","[""deal""]","[""D_IY1_L""]","[""d_ee_l""]","GfLkdwEItNMsf0oCnkpqK","F1/F1-138.mp3","FEMALE"
"uaxhvgkmhs","null","[0]","null","SHORT_LONG_I.LONG","deal","D_IY1_L","d_ee_l","deal","null","[""deal""]","[""deal""]","[""D_IY1_L""]","[""d_ee_l""]","IVCCXr4MaahK3bjsAJnwa","F2/F2-138.mp3","FEMALE"
"uaxhvgkmhs","null","[0]","null","SHORT_LONG_I.LONG","deal","D_IY1_L","d_ee_l","deal","null","[""deal""]","[""deal""]","[""D_IY1_L""]","[""d_ee_l""]","5M5BpYkkfjiA7Eca_WpAt","M1/M1-138.mp3","MALE"
"qvbbkxmkfx","null","[2]","null","null","It was *amazing*!","IH1_T W_AA1_Z AH0|M_EY1|Z_IH0_NG","i_t w_o_z uh|m_ey|z_i_ng","It was a|maz|ing!","EMOTION","[""It"",""was"",""*amazing*!""]","[""It"",""was"",""a|maz|ing!""]","[""IH1_T"",""W_AA1_Z"",""AH0|M_EY1|Z_IH0_NG""]","[""i_t"",""w_o_z"",""uh|m_ey|z_i_ng""]","ieJxp","M1/M1_it-was-amazing.mp3","MALE"
"qtjuxjrrmx","null","[2]","null","null","I would *love* to go to Ireland!","AY1 W_UH1_D L_AH1_V T_UW1 G_OW1 T_UW1 AY1_ER0_R|L_AH0_N_D","ay w_u_d l_uh_v t_oo g_ow t_oo ay_uhr_r|l_uh_n_d","I would love to go to Ire|land!","EMOTION","[""I"",""would"",""*love*"",""to"",""go"",""to"",""Ireland!""]","[""I"",""would"",""love"",""to"",""go"",""to"",""Ire|land!""]","[""AY1"",""W_UH1_D"",""L_AH1_V"",""T_UW1"",""G_OW1"",""T_UW1"",""AY1_ER0_R|L_AH0_N_D""]","[""ay"",""w_u_d"",""l_uh_v"",""t_oo"",""g_ow"",""t_oo"",""ay_uhr_r|l_uh_n_d""]","P3hkJ","M1/M1_i-would-love-to-go-to-ireland.mp3","MALE"
"qtjuxjrrmx","null","[2]","null","null","I would *love* to go to Ireland!","AY1 W_UH1_D L_AH1_V T_UW1 G_OW1 T_UW1 AY1_ER0_R|L_AH0_N_D","ay w_u_d l_uh_v t_oo g_ow t_oo ay_uhr_r|l_uh_n_d","I would love to go to Ire|land!","EMOTION","[""I"",""would"",""*love*"",""to"",""go"",""to"",""Ireland!""]","[""I"",""would"",""love"",""to"",""go"",""to"",""Ire|land!""]","[""AY1"",""W_UH1_D"",""L_AH1_V"",""T_UW1"",""G_OW1"",""T_UW1"",""AY1_ER0_R|L_AH0_N_D""]","[""ay"",""w_u_d"",""l_uh_v"",""t_oo"",""g_ow"",""t_oo"",""ay_uhr_r|l_uh_n_d""]","P3hkJ","M1/M1_i-would-love-to-go-to-ireland.mp3","MALE"
"vqenjsqybj","null","null","null","null","I'm eating at my *parent's* place.","AY1_M IY1|T_IH0_NG AE1_T M_AY1 P_EH1|R_AH0_N_T_S P_L_EY1_S","ay_m ee|t_i_ng a_t m_ay p_e|r_uh_n_t_s p_l_ey_s","I'm eat|ing at my pa|rent's place.","HIGHLIGHT","[""I'm"",""eating"",""at"",""my"",""*parent's*"",""place.""]","[""I'm"",""eat|ing"",""at"",""my"",""pa|rent's"",""place.""]","[""AY1_M"",""IY1|T_IH0_NG"",""AE1_T"",""M_AY1"",""P_EH1|R_AH0_N_T_S"",""P_L_EY1_S""]","[""ay_m"",""ee|t_i_ng"",""a_t"",""m_ay"",""p_e|r_uh_n_t_s"",""p_l_ey_s""]","pzQCy","F2/F2_im-eating-at-my-parents-place.mp3","FEMALE"
"zhxcgestkx","null","null","null","null","select","S_AH0|L_EH1_K_T","s_uh|l_e_k_t","se|lect","null","[""select""]","[""se|lect""]","[""S_AH0|L_EH1_K_T""]","[""s_uh|l_e_k_t""]","xt1Bdwk7IafKOy1VVz8z9","F1/F1-127.mp3","FEMALE"
"zhxcgestkx","null","[0]","[0]","null","select","S_AH0|L_EH1_K_T","s_uh|l_e_k_t","se|lect","null","[""select""]","[""se|lect""]","[""S_AH0|L_EH1_K_T""]","[""s_uh|l_e_k_t""]","xt1Bdwk7IafKOy1VVz8z9","F1/F1-127.mp3","FEMALE"
"zhxcgestkx","null","null","null","null","select","S_AH0|L_EH1_K_T","s_uh|l_e_k_t","se|lect","null","[""select""]","[""se|lect""]","[""S_AH0|L_EH1_K_T""]","[""s_uh|l_e_k_t""]","i1EPHQYZkOLuSJ7CU6FfF","F2/F2-127.mp3","FEMALE"
"zhxcgestkx","null","[0]","[0]","null","select","S_AH0|L_EH1_K_T","s_uh|l_e_k_t","se|lect","null","[""select""]","[""se|lect""]","[""S_AH0|L_EH1_K_T""]","[""s_uh|l_e_k_t""]","i1EPHQYZkOLuSJ7CU6FfF","F2/F2-127.mp3","FEMALE"
"zhxcgestkx","null","null","null","null","select","S_AH0|L_EH1_K_T","s_uh|l_e_k_t","se|lect","null","[""select""]","[""se|lect""]","[""S_AH0|L_EH1_K_T""]","[""s_uh|l_e_k_t""]","Tognv2Vn7fNn4GVsjtil-","M1/M1-127.mp3","MALE"
"zhxcgestkx","null","[0]","[0]","null","select","S_AH0|L_EH1_K_T","s_uh|l_e_k_t","se|lect","null","[""select""]","[""se|lect""]","[""S_AH0|L_EH1_K_T""]","[""s_uh|l_e_k_t""]","Tognv2Vn7fNn4GVsjtil-","M1/M1-127.mp3","MALE"
"snjjqfyvze","null","[6]","null","null","Are you free at 3 PM *today*?","AA1_R Y_UW1 F_R_IY1 AE1_T TH_R_IY1 P_IY1|EH1_M T_AH0|D_EY1","o_r y_oo f_r_ee a_t th_r_ee p_ee|e_m t_uh|d_ey","Are you free at 3 P|M to|day","null","[""Are"",""you"",""free"",""at"",""3"",""PM"",""*today*?""]","[""Are"",""you"",""free"",""at"",""3"",""P|M"",""to|day""]","[""AA1_R"",""Y_UW1"",""F_R_IY1"",""AE1_T"",""TH_R_IY1"",""P_IY1|EH1_M"",""T_AH0|D_EY1""]","[""o_r"",""y_oo"",""f_r_ee"",""a_t"",""th_r_ee"",""p_ee|e_m"",""t_uh|d_ey""]","Zfp4WN4-F4Jak9Eudjaok","F1/F1-7.mp3","FEMALE"
"snjjqfyvze","null","[6]","null","null","Are you free at 3 PM *today*?","AA1_R Y_UW1 F_R_IY1 AE1_T TH_R_IY1 P_IY1|EH1_M T_AH0|D_EY1","o_r y_oo f_r_ee a_t th_r_ee p_ee|e_m t_uh|d_ey","Are you free at 3 P|M to|day","null","[""Are"",""you"",""free"",""at"",""3"",""PM"",""*today*?""]","[""Are"",""you"",""free"",""at"",""3"",""P|M"",""to|day""]","[""AA1_R"",""Y_UW1"",""F_R_IY1"",""AE1_T"",""TH_R_IY1"",""P_IY1|EH1_M"",""T_AH0|D_EY1""]","[""o_r"",""y_oo"",""f_r_ee"",""a_t"",""th_r_ee"",""p_ee|e_m"",""t_uh|d_ey""]","MBzrBITiBethCTJRGNEnE","F2/F2-7.mp3","FEMALE"
"jwtreyefnk","null","[4]","null","null","I'll see you at *hockey* practice.","AY1_L S_IY1 Y_UW1 AE1_T HH_AA1|K_IY0 P_R_AE1_K|T_AH0_S","ay_l s_ee y_oo a_t h_o|k_ee p_r_a_k|t_uh_s","I'll see you at hock|ey prac|tice","null","[""I'll"",""see"",""you"",""at"",""*hockey*"",""practice.""]","[""I'll"",""see"",""you"",""at"",""hock|ey"",""prac|tice""]","[""AY1_L"",""S_IY1"",""Y_UW1"",""AE1_T"",""HH_AA1|K_IY0"",""P_R_AE1_K|T_AH0_S""]","[""ay_l"",""s_ee"",""y_oo"",""a_t"",""h_o|k_ee"",""p_r_a_k|t_uh_s""]","SYQYn1IvoXEkhHwT_FZOV","F1/F1-9.mp3","FEMALE"
"jwtreyefnk","null","[4]","null","null","I'll see you at *hockey* practice.","AY1_L S_IY1 Y_UW1 AE1_T HH_AA1|K_IY0 P_R_AE1_K|T_AH0_S","ay_l s_ee y_oo a_t h_o|k_ee p_r_a_k|t_uh_s","I'll see you at hock|ey prac|tice","null","[""I'll"",""see"",""you"",""at"",""*hockey*"",""practice.""]","[""I'll"",""see"",""you"",""at"",""hock|ey"",""prac|tice""]","[""AY1_L"",""S_IY1"",""Y_UW1"",""AE1_T"",""HH_AA1|K_IY0"",""P_R_AE1_K|T_AH0_S""]","[""ay_l"",""s_ee"",""y_oo"",""a_t"",""h_o|k_ee"",""p_r_a_k|t_uh_s""]","8iAmigGJHjo5QQpArJm4v","F2/F2-9.mp3","FEMALE"
"jhffkagbek","null","[4]","null","null","My last name is *Schuman*.","M_AY1 L_AE1_S_T N_EY1_M IH1_Z SH_UW1|M_AH0_N","m_ay l_a_s_t n_ey_m i_z sh_oo|m_uh_n","My last name is Schu|man","null","[""My"",""last"",""name"",""is"",""*Schuman*.""]","[""My"",""last"",""name"",""is"",""Schu|man""]","[""M_AY1"",""L_AE1_S_T"",""N_EY1_M"",""IH1_Z"",""SH_UW1|M_AH0_N""]","[""m_ay"",""l_a_s_t"",""n_ey_m"",""i_z"",""sh_oo|m_uh_n""]","M3NAF11CIYOq1UbyAPYqT","F1/F1-11.mp3","FEMALE"
"jhffkagbek","null","[4]","null","null","My last name is *Schuman*.","M_AY1 L_AE1_S_T N_EY1_M IH1_Z SH_UW1|M_AH0_N","m_ay l_a_s_t n_ey_m i_z sh_oo|m_uh_n","My last name is Schu|man","null","[""My"",""last"",""name"",""is"",""*Schuman*.""]","[""My"",""last"",""name"",""is"",""Schu|man""]","[""M_AY1"",""L_AE1_S_T"",""N_EY1_M"",""IH1_Z"",""SH_UW1|M_AH0_N""]","[""m_ay"",""l_a_s_t"",""n_ey_m"",""i_z"",""sh_oo|m_uh_n""]","fH-vzPLt8bkQz_p8ydgzF","F2/F2-11.mp3","FEMALE"
"whbvybmyve","null","[5]","null","null","Do you want to grab *coffee* after class?","D_UW1 Y_UW1 W_AA1_N_T T_UW1 G_R_AE1_B K_AA1|F_IY0 AE1_F|T_ER0 K_L_AE1_S","d_oo y_oo w_o_n_t t_oo g_r_a_b k_o|f_ee a_f|t_uhr k_l_a_s","Do you want to grab cof|fee af|ter class","null","[""Do"",""you"",""want"",""to"",""grab"",""*coffee*"",""after"",""class?""]","[""Do"",""you"",""want"",""to"",""grab"",""cof|fee"",""af|ter"",""class""]","[""D_UW1"",""Y_UW1"",""W_AA1_N_T"",""T_UW1"",""G_R_AE1_B"",""K_AA1|F_IY0"",""AE1_F|T_ER0"",""K_L_AE1_S""]","[""d_oo"",""y_oo"",""w_o_n_t"",""t_oo"",""g_r_a_b"",""k_o|f_ee"",""a_f|t_uhr"",""k_l_a_s""]","JC-rWRspWfB8VH-zxw0dm","F1/F1-13.mp3","FEMALE"
"whbvybmyve","null","[5]","null","null","Do you want to grab *coffee* after class?","D_UW1 Y_UW1 W_AA1_N_T T_UW1 G_R_AE1_B K_AA1|F_IY0 AE1_F|T_ER0 K_L_AE1_S","d_oo y_oo w_o_n_t t_oo g_r_a_b k_o|f_ee a_f|t_uhr k_l_a_s","Do you want to grab cof|fee af|ter class","null","[""Do"",""you"",""want"",""to"",""grab"",""*coffee*"",""after"",""class?""]","[""Do"",""you"",""want"",""to"",""grab"",""cof|fee"",""af|ter"",""class""]","[""D_UW1"",""Y_UW1"",""W_AA1_N_T"",""T_UW1"",""G_R_AE1_B"",""K_AA1|F_IY0"",""AE1_F|T_ER0"",""K_L_AE1_S""]","[""d_oo"",""y_oo"",""w_o_n_t"",""t_oo"",""g_r_a_b"",""k_o|f_ee"",""a_f|t_uhr"",""k_l_a_s""]","ecmYog0DfpTI-1L8JM9sP","F2/F2-13.mp3","FEMALE"
